artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Gene Moore,['gospel r&b'],2023-01-20,Beautiful (feat. India.Arie),48,spotify:track:1P5jyUv4YzTUWTorHAQjgf,226155,0.45,0.89,1,-3.288,0.186,0.259,0,0.187,0.55,163.872
Hezekiah Walker,"['gospel', 'israelite hip hop']",2013-06-07,Amazing,47,spotify:track:31IseHQhjUXUaTpoqtY7Ko,476026,0.447,0.568,1,-7.352,0.0564,0.595,0,0.259,0.188,108.709
Jonathan McReynolds,"['gospel', 'gospel r&b']",2022-08-05,Your World,47,spotify:track:2tgk4RT1YiWKiuWMmDLhf3,196830,0.625,0.864,1,-5.314,0.0671,0.272,0,0.245,0.792,80.023
Todd Galberth,"['contemporary gospel', 'gospel']",2017-09-07,Lord You Are Good,46,spotify:track:0qhPpRmzpRyRdXsEqViAvw,478153,0.373,0.624,1,-5.886,0.0583,0.384,0,0.127,0.173,120.47
Todd Dulaney,"['gospel', 'praise']",2016-04-15,The Anthem,49,spotify:track:4NH4tJBwVz5y3PqQB3MlGS,418728,0.251,0.645,7,-7.026,0.0458,0.135,4.46e-06,0.108,0.224,148.721
Lazarus!,['gospel drill'],2022-11-04,BODY ACHE,47,spotify:track:6nfzpkoj17XdnP9aIEFkQr,125100,0.644,0.733,6,-5.209,0.309,0.00266,0,0.118,0.259,153.9
Tye Tribbett,"['gospel', 'praise']",2013-08-06,He Turned It - Live,47,spotify:track:7Fte0ZlZByZwdmiOBfTWxr,564293,0.358,0.93,1,-4.691,0.169,0.00924,3.68e-06,0.67,0.315,144.421
Brian Courtney Wilson,['gospel'],2009-06-02,All I Need,46,spotify:track:5HHTagqi6mN3Mat4AWmVpY,298920,0.537,0.572,1,-7.39,0.0282,0.162,0,0.354,0.126,98.143
Marvin Sapp,['gospel'],2012-03-30,My Testimony,47,spotify:track:196FnomJI3OvKmLy6PyFWk,625293,0.454,0.381,5,-9.132,0.0341,0.685,1.39e-05,0.0988,0.163,109.743
Kirk Franklin,"['gospel', 'gospel r&b']",2005-10-03,Could've Been (with J Moss & Tye Tribbett),47,spotify:track:4YSzPF7PIahHWHQpyVJPMK,407266,0.793,0.936,5,-5.373,0.181,0.0308,0,0.679,0.795,104.992
Porter Wagoner,"['country gospel', 'nashville sound']",2015-10-02,The Last Thing On My Mind,50,spotify:track:0sJchoPZwC2MV8WzZRoZUk,156160,0.611,0.412,11,-12.513,0.0282,0.563,0,0.24,0.713,105.811
Israel & New Breed,['gospel'],2015-07-24,In Jesus Name,52,spotify:track:08MelkdJqbh68USUjAfr2T,384093,0.642,0.97,0,-2.253,0.0678,0.00915,0,0.476,0.516,104.975
Kirk Franklin,"['gospel', 'gospel r&b']",2016-09-02,"My World Needs You (feat. Sarah Reeves, Tasha Cobbs & Tamela Mann)",47,spotify:track:0GRRDzyfiF5dQU1ZpC4Ftk,423106,0.214,0.487,1,-8.455,0.0479,0.451,1.62e-05,0.393,0.194,81.36
Tonéx,['gospel'],2004-05-18,Make Me Over,45,spotify:track:19CFaRVxBHz6VnR9IGdtGt,426933,0.488,0.585,8,-7.544,0.04,0.0107,0,0.15,0.185,73.012
Sheri Jones-Moffett,"['contemporary gospel', 'gospel']",2009-01-01,Grace Of God,46,spotify:track:1HUqceGhRTXNuvuyMT7teG,241093,0.474,0.545,2,-6.27,0.0413,0.0987,0,0.106,0.19,121.571
"Bishop Paul S. Morton, Sr.",['gospel'],2003-09-09,Let It Rain,46,spotify:track:7DOt5PuuG1cTEEjcDZyc0R,509466,0.358,0.585,0,-6.928,0.0404,0.239,0,0.301,0.169,97.867
Fred Hammond,['gospel'],2006-10-31,This Is The Day,44,spotify:track:0LniKzo1ZyVzqbBecrkmXe,289333,0.667,0.953,7,-4.951,0.116,0.0312,1.63e-05,0.967,0.387,106.002
Rev. Milton Brunson,['gospel'],2012-01-24,Safe In His Arms,45,spotify:track:6LfQnWVGxmKbha6XclRrLD,295160,0.354,0.529,5,-7.264,0.0304,0.363,0,0.862,0.245,73.918
Kurt Carr,['gospel'],2005-01-10,God Blocked It,45,spotify:track:2NFqytYqfUblGvXucjvG6F,301533,0.397,0.815,10,-4.999,0.137,0.136,2.34e-05,0.968,0.247,132.524
Randy Travis,"['contemporary country', 'country', 'country gospel', 'country road']",2002-10-15,Three Wooden Crosses,47,spotify:track:0riGx0wA6jMQsFmgdOUgcH,201240,0.534,0.547,1,-7.915,0.0323,0.498,0,0.0897,0.423,158.006
Jonathan McReynolds,"['gospel', 'gospel r&b']",2018-03-09,"Not Lucky, I'm Loved",46,spotify:track:4jc7FTXFUhTaMRpmU42yfI,408814,0.556,0.843,1,-7.324,0.0555,0.0146,1.53e-05,0.784,0.403,112.935
William Murphy,"['gospel', 'naija worship']",2016-06-24,Everlasting God (feat. Bishop James Morton),46,spotify:track:3ypSY1hp9s6k1xzZ6OSCTH,545264,0.309,0.68,1,-5.112,0.037,0.0413,0,0.431,0.192,82.606
Erica Campbell,"['gospel', 'gospel r&b']",2015-03-31,I Luh God,44,spotify:track:6M6R1Mgen6uhaLdbShBGQf,188666,0.576,0.571,11,-7.425,0.179,0.00228,0.000106,0.094,0.329,151.959
Dru Bex,"['christian hip hop', 'christian trap', 'gospel drill']",2019-03-22,No Exit,47,spotify:track:2SXaLrhALuV4zOgQIKhNAW,177654,0.866,0.616,1,-7.222,0.123,0.0309,0.00341,0.128,0.376,151.956
Donnie McClurkin,['gospel'],2000-08-17,That's What I Believe,45,spotify:track:6sX8nB5PoeXEXjQGKvHR1N,320093,0.672,0.781,10,-4.949,0.0396,0.0958,0,0.963,0.701,129.993
Tye Tribbett,"['gospel', 'praise']",2006-05-23,Victory - Live,44,spotify:track:7olcSsRz6L8Tl4TmjOwxTu,249880,0.473,0.937,11,-3.6,0.398,0.0578,0,0.325,0.496,186.308
Ralph Stanley,"['banjo', 'bluegrass', 'bluegrass gospel']",2005-04-20,Gloryland,46,spotify:track:2EqxQ03Qo0oNnD2VPkYiSp,161386,0.335,0.0617,5,-14.874,0.0345,0.98,0.000433,0.139,0.238,168.675
Travis Greene,"['gospel', 'naija worship', 'praise']",2022-08-19,TENT REVIVAL (feat. D'Nar),48,spotify:track:5d90SkHPZcxWyr0EQzW9ki,480000,0.584,0.921,2,-3.997,0.121,0.0302,0,0.755,0.523,138.922
Marvin Sapp,['gospel'],2017-06-09,Close (Radio Edit),45,spotify:track:6iPPdmzeNwINawWBp1Lukp,265173,0.475,0.525,8,-6.652,0.0421,0.46,0,0.13,0.343,119.863
Donnie McClurkin,['gospel'],2000-08-17,Great Is Your Mercy - Live,47,spotify:track:62DNye6dXRsmZNVJaXZYc5,484640,0.354,0.534,5,-7.253,0.0598,0.417,0,0.613,0.2,75.071
Anita Wilson,"['gospel', 'gospel r&b']",2018-10-12,Jesus Will,44,spotify:track:3xPTxWTEkTqUsyv954O377,557452,0.531,0.874,11,-4.988,0.0746,0.377,0,0.0672,0.487,88.957
Kirk Franklin,"['gospel', 'gospel r&b']",2011-01-24,"He Reigns / Awesome God - Live at Lakewood Church, Houston, TX - June 16, 2000",47,spotify:track:2vWWqwrLHAc1th3bR5O4Uv,266400,0.772,0.879,2,-5.601,0.188,0.0789,0,0.657,0.602,105.004
Brian Courtney Wilson,['gospel'],2015-01-06,Worth Fighting For - Live,45,spotify:track:51fegUPIH02heRh9fkkLwE,406480,0.284,0.497,10,-8.105,0.0831,0.104,0,0.0641,0.221,175.549
Jessica Reedy,"['gospel', 'gospel r&b']",2011-09-27,God Has Smiled On Me,45,spotify:track:6Y605iRC5lKVjHNToSUdvt,262205,0.472,0.626,1,-3.786,0.0456,0.399,0,0.347,0.477,116.765
MTM Isaiah,['gospel drill'],2022-11-11,God Is Love,48,spotify:track:2O3NqmBKDW2ERA3YONrlZa,208378,0.784,0.566,8,-9.023,0.169,0.578,0,0.0983,0.766,140.04
Deitrick Haddon,['gospel'],2011-01-21,Well Done,45,spotify:track:7LR7frxXJmKuUinqsxzd8S,246080,0.375,0.707,1,-6.425,0.0408,0.0164,0,0.126,0.229,64.492
Isaac Carree,"['gospel', 'gospel r&b']",2011-08-23,In The Middle,44,spotify:track:6Pa2clpHusIUFEjtICP9eC,226080,0.851,0.789,11,-3.812,0.0675,0.0848,0,0.18,0.955,119.989
Kirk Franklin,"['gospel', 'gospel r&b']",2011-03-21,A God Like You,49,spotify:track:5Gfp6euoNJPw5AvSpGZSRZ,378200,0.804,0.649,1,-4.429,0.0857,0.0859,0,0.112,0.906,91.067
Le'Andria Johnson,['gospel'],2011-09-06,Jesus,45,spotify:track:2sMSTkFc6gPohsZEDFaQCm,247946,0.409,0.469,8,-6.167,0.0401,0.0312,0,0.0984,0.414,117.313
MTM Isaiah,['gospel drill'],2021-08-23,Marathon,47,spotify:track:55eCatZrnM4FR5OUB4zD9K,150909,0.815,0.43,1,-10.428,0.167,0.529,0,0.146,0.701,96.011
Sara Watkins,"['bluegrass', 'bluegrass gospel', 'folk', 'new americana', 'progressive bluegrass']",2016-07-01,Without A Word,51,spotify:track:6NTIKfyWCP3Nm2zWB16o88,238560,0.579,0.171,11,-14.495,0.0303,0.901,0.000308,0.111,0.389,136.311
Taylor Swift,['pop'],2021-02-12,Love Story (Taylor’s Version),84,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,235766,0.626,0.79,2,-4.302,0.0311,0.135,3.97e-06,0.0989,0.416,119.082
(G)I-DLE,"['k-pop', 'k-pop girl group']",2023-05-15,Queencard,89,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,161240,0.815,0.834,4,-2.828,0.0475,0.0327,0.000268,0.27,0.692,129.989
Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2018-11-30,Going Bad (feat. Drake),83,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,180522,0.889,0.496,4,-6.365,0.0905,0.259,0,0.252,0.544,86.003
Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",2011-01-24,Rolling in the Deep,82,spotify:track:1c8gk2PeTE04A1pIDH9YMk,228093,0.73,0.769,8,-5.114,0.0298,0.138,0,0.0473,0.507,104.948
Sam Barber,['modern country pop'],2023-04-12,Straight and Narrow,81,spotify:track:40vKwNlXXKUmQMGceAoEpy,199874,0.427,0.278,10,-8.83,0.0331,0.47,2.22e-05,0.135,0.374,85.633
Pitbull,"['dance pop', 'miami hip hop', 'pop']",2012,Timber (feat. Ke$ha),84,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,204160,0.581,0.963,11,-4.087,0.0981,0.0295,0,0.139,0.788,129.992
FIFTY FIFTY,['k-pop girl group'],2023-02-24,Cupid,88,spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,174253,0.774,0.66,2,-8.2,0.0328,0.662,0,0.4,0.961,120.023
Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']",2011-01-01,Starships,78,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,210626,0.747,0.716,11,-2.457,0.075,0.135,0,0.251,0.751,125.008
JVKE,"['modern indie pop', 'pov: indie']",2022-10-03,golden hour,86,spotify:track:4yNk9iz9WVJikRFle3XEvn,209259,0.515,0.593,4,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467
Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2023-05-11,Acróstico,92,spotify:track:7txjUEY6McJDJKqIo1Rxjp,170785,0.748,0.478,11,-8.886,0.121,0.837,0,0.099,0.353,143.866
WALK THE MOON,"['dance rock', 'modern rock', 'pop']",2014-12-02,Shut Up and Dance,86,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,199080,0.578,0.866,1,-3.804,0.0619,0.00701,0,0.257,0.619,128.038
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Ophelia,78,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,160097,0.664,0.573,5,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023
Taylor Swift,['pop'],2017-11-10,Gorgeous,84,spotify:track:1ZY1PqizIl78geGM4xWlEA,209680,0.8,0.535,7,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027
Maroon 5,['pop'],2014-09-02,Maps,86,spotify:track:4gbVRS8gloEluzf0GzDOFc,189960,0.742,0.713,1,-5.522,0.0303,0.0205,0,0.059,0.879,120.032
Doja Cat,"['dance pop', 'pop']",2019-11-07,Streets,84,spotify:track:60ynsPSSKe6O3sfwRnIBRf,226986,0.749,0.463,11,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035
Bruno Mars,"['dance pop', 'pop']",2010-10-05,Talking to the Moon,83,spotify:track:161DnLWsx1i3u1JT05lzqU,217866,0.498,0.59,1,-4.721,0.032,0.511,0,0.107,0.0784,145.867
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2018-11-02,You Get Me So High,84,spotify:track:7zwn1eykZtZ5LODrf7c0tS,153000,0.551,0.881,7,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",2012-05-25,What Makes You Beautiful,87,spotify:track:4cluDES4hQEUhmXj6TXkSo,199986,0.726,0.787,4,-2.494,0.0737,0.009,0,0.0596,0.888,124.99
Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",2008-03-17,Low (feat. T-Pain),84,spotify:track:0CAfXk7DXMnon4gLudAp7J,231400,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008
Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",2010-01-01,Only Girl (In The World),84,spotify:track:2ENexcMEMsYk0rVJigVD3i,235493,0.789,0.706,11,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.911
ERNEST,['modern country pop'],2022-03-11,Flower Shops (feat. Morgan Wallen),77,spotify:track:0De9jFjJ4eRLl7Yww2eBw1,214405,0.527,0.461,7,-5.908,0.0269,0.118,0,0.0831,0.227,128.153
Kylie Morgan,['modern country pop'],2022-07-01,If He Wanted To He Would,78,spotify:track:3nei8eHEdiwwSfyoOCHPZI,174173,0.655,0.617,0,-4.716,0.026,0.0998,0,0.211,0.734,90.015
Taylor Swift,['pop'],2021-04-09,The Way I Loved You (Taylor’s Version),85,spotify:track:22bPsP2jCgbLUvh82U0Z3M,243136,0.402,0.732,5,-4.665,0.0484,0.0033,0,0.108,0.472,161.032
Imagine Dragons,"['modern rock', 'pop', 'rock']",2017-06-23,Thunder,88,spotify:track:1zB4vmk8tFRmM9UULNzbLB,187146,0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997
Jimin,['k-pop'],2023-03-24,Like Crazy (English Version),87,spotify:track:0u8rZGtXJrLtiSe34FPjGG,212253,0.623,0.755,7,-5.386,0.0415,0.00306,0,0.387,0.32,119.957
Paramore,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2013-04-05,Still into You,82,spotify:track:1yjY7rpaAQvKwpdUliHx0d,216013,0.602,0.923,5,-3.763,0.044,0.0098,0,0.0561,0.765,136.01
Bailey Zimmerman,['modern country pop'],2023-05-12,Rock and A Hard Place,79,spotify:track:1TE8AAk9koG0UJco6ZAUfx,207540,0.582,0.568,1,-7.3,0.0275,0.577,0,0.105,0.394,121.991
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-25,Party Monster,85,spotify:track:4F7A0DXBrmUAkp32uenhZt,249213,0.573,0.63,1,-8.389,0.105,0.189,2.31e-05,0.259,0.218,77.525
Katy Perry,['pop'],2010-01-01,Last Friday Night (T.G.I.F.),78,spotify:track:3avYqdwHKEq8beXbeWCKqJ,230733,0.652,0.812,3,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023
Ed Sheeran,"['pop', 'uk pop']",2021-10-29,Bad Habits,87,spotify:track:3rmo8F54jFF8OgYsqTxm5d,230746,0.807,0.893,11,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011
Taylor Swift,['pop'],2020-07-24,the 1,82,spotify:track:0Jlcvv8IykzHaSmj49uNW8,210251,0.777,0.357,0,-6.942,0.0522,0.757,7.28e-06,0.108,0.172,139.883
Carly Rae Jepsen,"['canadian pop', 'dance pop', 'pop']",2012-01-01,Call Me Maybe,76,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,193400,0.783,0.58,7,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
Lana Del Rey,"['art pop', 'pop']",2013-01-01,Young And Beautiful,86,spotify:track:2nMeu6UenVvwUktBCpLMK9,236053,0.324,0.416,11,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986
The Chainsmokers,"['electropop', 'pop']",2016-07-29,Closer,87,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,244960,0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01
SZA,"['pop', 'r&b', 'rap']",2020-12-25,Good Days,82,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,279204,0.436,0.655,1,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002
HARDY,"['contemporary country', 'modern country pop']",2023-01-20,TRUCK BED,78,spotify:track:103u49mLoJUge83B1CnLxI,167534,0.662,0.77,0,-4.887,0.0367,0.0875,0,0.35,0.769,132.057
Taylor Swift,['pop'],2014-10-27,Bad Blood,76,spotify:track:273dCMFseLcVsoSWx59IoE,211933,0.65,0.802,7,-6.114,0.181,0.0871,6.54e-06,0.148,0.295,170.146
Billie Eilish,"['art pop', 'electropop', 'pop']",2023-05-09,hotline (edit),87,spotify:track:0WFryfbNKPXVtVQlz5dZ8H,60719,0.516,0.254,9,-16.027,0.0589,0.816,0.855,0.189,0.304,56.829
Strawberry Guy,['bedroom pop'],2019-07-24,Mrs Magic,81,spotify:track:0TZejo18HlJ86OrWNsXKnw,208500,0.471,0.634,8,-7.406,0.031,0.159,0.365,0.374,0.366,132.542
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2023-03-10,Miracle (with Ellie Goulding),92,spotify:track:5eTaQYBE1yrActixMAeLcZ,186496,0.636,0.869,9,-5.289,0.0412,0.0378,0.0446,0.0808,0.306,143.011
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2001-03-27,Drops of Jupiter (Tell Me),81,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,259933,0.481,0.638,0,-5.862,0.0276,0.153,0,0.154,0.497,79.064
BØRNS,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pov: indie']",2015-10-16,Electric Love,83,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,218106,0.611,0.797,6,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041
Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2001-05-15,Island In The Sun,82,spotify:track:2MLHyLy5z5l5YRp7momlgw,200306,0.654,0.81,4,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623
Gotye,['australian pop'],2011-01-01,Somebody That I Used To Know,78,spotify:track:4wCmqSrbyCgxEXROQE6vtV,244973,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062
Jason Mraz,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",2008-05-12,I'm Yours,83,spotify:track:1EzrEOXmMH3G43AXT1y7pA,242946,0.703,0.444,11,-9.331,0.0417,0.559,0,0.0973,0.712,150.96
Olivia Rodrigo,['pop'],2021-05-21,drivers license,87,spotify:track:5wANPM4fQCJwkGd4rN57mH,242013,0.561,0.431,10,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",2018-11-02,Softcore,87,spotify:track:2K7xn816oNHJZ0aVqdQsha,206280,0.575,0.568,9,-5.509,0.03,0.0484,0.000417,0.286,0.37,93.986
ENHYPEN,"['anime', 'k-pop boy group']",2023-05-22,Bite Me,89,spotify:track:7mpdNiaQvygj2rHoxkzMfa,157531,0.795,0.781,1,-4.647,0.141,0.285,0,0.108,0.687,104.972
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2009,Best I Ever Had,80,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,257690,0.395,0.922,1,-2.176,0.375,0.19,0,0.134,0.558,162.361
NF,"['hip hop', 'pop rap']",2023-04-07,HAPPY,82,spotify:track:3ZEno9fORwMA1HPecdLi0R,242691,0.732,0.855,7,-4.064,0.0415,0.306,0,0.12,0.221,106.004
Whiskey Myers,"['classic texas country', 'modern southern rock']",2011-04-26,Broken Window Serenade,72,spotify:track:7G59EUBvMPfIy1FTuobrqj,346333,0.548,0.539,4,-6.67,0.0247,0.138,1.83e-05,0.164,0.435,74.956
Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",2019-05-31,Look What God Gave Her,74,spotify:track:2KqJC0koTBUyDlsMt5ok1V,168960,0.739,0.85,2,-3.966,0.0308,0.0272,0,0.181,0.883,113.0
Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",2022-11-04,God Gave Me A Girl,73,spotify:track:7kkLBfxW41iVO0cdLU9e9S,187226,0.518,0.845,7,-5.051,0.0647,0.249,0,0.0764,0.37,142.133
Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",2005-09-26,Rockstar,71,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,252040,0.616,0.91,0,-3.004,0.0386,0.0459,0,0.343,0.693,144.072
grandson,"['modern alternative rock', 'modern rock', 'pov: indie', 'rock']",2018-06-15,Blood // Water,71,spotify:track:7clyJIrLkEbXUDwj1tC9zz,214520,0.504,0.891,6,-5.632,0.137,0.00163,0.00199,0.148,0.628,153.988
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-03-24,Faint,82,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,162600,0.554,0.978,4,-3.554,0.131,0.111,0,0.0731,0.594,135.095
Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",2001-01-01,In Too Deep,78,spotify:track:1HNE2PX70ztbEl6MLxrpNL,207093,0.568,0.844,9,-5.875,0.0505,0.000189,0,0.0607,0.766,116.046
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2012-04-17,Drive By,81,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,195973,0.765,0.837,1,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2019-02-15,Simple,75,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,185200,0.362,0.882,3,-3.717,0.0973,0.0791,0,0.15,0.864,199.811
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005-11-22,Lonely Day,80,spotify:track:1VNWaY3uNfoeWqb5U8x2QX,167906,0.47,0.796,8,-3.277,0.0336,0.362,1.1e-06,0.133,0.215,113.108
Bee Gees,"['disco', 'mellow gold', 'soft rock']",2020-12-11,More Than A Woman,79,spotify:track:2cX2coZS1PYBfPs8wgbdWE,196213,0.601,0.703,7,-6.24,0.0379,0.175,8.4e-05,0.571,0.673,106.164
Rise Against,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']",2008-01-01,Savior,79,spotify:track:1vcxF91pWs9uNwDROuiCPB,242280,0.554,0.932,5,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49
Eli Young Band,"['classic texas country', 'contemporary country', 'country', 'country road', 'heartland rock']",2011-01-01,Crazy Girl,73,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,200706,0.366,0.651,4,-3.842,0.031,0.000415,0.00526,0.271,0.257,151.343
The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2001-07-30,Last Nite,69,spotify:track:3SUusuA9jH1v6PVwtYMbdv,193373,0.624,0.899,0,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061
Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",2001-01-01,Fat Lip,77,spotify:track:4KacUpvbA3Mfo05gttTjhN,178266,0.402,0.914,9,-5.215,0.142,0.000579,0,0.065,0.626,196.505
OneRepublic,"['piano rock', 'pop']",2013-01-01,Counting Stars,88,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,257265,0.664,0.705,1,-4.972,0.0382,0.0654,0,0.118,0.477,122.016
My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2004-06-08,Helena,78,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,204733,0.356,0.96,4,-3.487,0.104,0.0142,0,0.209,0.0857,125.921
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",2010-09-20,Colder Weather,73,spotify:track:3U8dHeggJ8IBe0UCb1gbyB,273893,0.667,0.381,3,-7.494,0.0294,0.455,0,0.116,0.199,135.975
Kodaline,"['irish pop', 'modern rock']",2013-06-17,All I Want,82,spotify:track:0NlGoUyOJSuSHmngoibVAs,305746,0.188,0.411,0,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376
Muse,"['modern rock', 'permanent wave', 'rock']",2006-06-19,Supermassive Black Hole,80,spotify:track:3lPr8ghNDBLc2uZovNyLs9,212439,0.668,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2022-09-02,Last Night Lonely,73,spotify:track:0k11c8vwyeNSGQex6UMa1v,182161,0.652,0.813,6,-2.842,0.0268,0.00544,0,0.101,0.851,102.987
Paramore,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2007-06-11,That's What You Get,71,spotify:track:1JdKrFyoU05abww0Zv0ayQ,220480,0.528,0.831,8,-3.607,0.0429,9.43e-05,0,0.141,0.632,131.094
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",2015-04-28,Homegrown,73,spotify:track:2kR18wsL3gvXRXdNE4dCGc,205000,0.712,0.807,6,-3.976,0.0297,0.0244,0.000122,0.0905,0.936,105.024
Tom Petty,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2019-03-01,Runnin' Down A Dream,74,spotify:track:5yAu4njFSdM47dfsTkQPZ2,261812,0.471,0.956,9,-6.371,0.0403,0.000596,0.62,0.624,0.715,169.798
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Sleep On The Floor,73,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,211851,0.389,0.431,7,-8.061,0.0344,0.249,0,0.13,0.275,142.14
Hozier,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2023-05-19,Francesca,72,spotify:track:4LmOmWpjCQbC1VZvUuwPQu,270066,0.303,0.583,2,-7.217,0.0344,0.000232,1.61e-06,0.117,0.184,177.98
Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music']",2018-09-07,You Say,77,spotify:track:6Up545NUflOiXo8cEraH49,274693,0.494,0.632,5,-6.89,0.0342,0.682,0,0.0869,0.0797,147.873
Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",2010-03-03,On Melancholy Hill,80,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,233866,0.689,0.739,2,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423
