artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2016-04-08,Sleep On The Floor,73,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,211851,0.389,0.431,7,-8.061,0.0344,0.249,0,0.13,0.275,142.14
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2009-10-02,Little Lion Man,73,spotify:track:4B4vB3oB8csotplfoQcAd6,247002,0.52,0.496,5,-8.121,0.0271,0.0234,2.05e-05,0.0905,0.496,138.81
Houndmouth,"['indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",2015-03-17,Sedona,70,spotify:track:2MQhTbX792AT6YyzwLz9dt,239881,0.394,0.654,3,-8.243,0.0346,0.0404,6.96e-05,0.112,0.264,135.188
The Oh Hellos,"['folk-pop', 'pov: indie', 'san marcos tx indie', 'stomp and holler']",2015-10-16,"Soldier, Poet, King",78,spotify:track:3xtiXNDbSKxy20I7D6vFUg,165673,0.347,0.758,8,-7.753,0.0706,0.031,0.000659,0.109,0.484,117.959
Caamp,"['indie folk', 'stomp and holler']",2016-03-08,Vagabond,74,spotify:track:2R3I5DiDf8bLz2QjrPmUpk,129463,0.571,0.399,4,-11.92,0.0364,0.766,0.0146,0.0926,0.612,141.932
The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",2012-04-03,Stubborn Love,73,spotify:track:3ekNuTF3UpOvIZCfiejpnC,279000,0.598,0.56,0,-11.679,0.0375,0.607,0.0432,0.196,0.221,115.01
Novo Amor,"['ambient folk', 'indie folk']",2017-05-26,Anchor,79,spotify:track:7qH9Z4dJEN0l9bidizW7fq,257533,0.457,0.407,9,-11.475,0.0308,0.805,0.884,0.126,0.126,117.053
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']",2013-03-05,Paint,74,spotify:track:6uHvbKL0Yi37AuvNRmUfMw,191773,0.364,0.308,4,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328
Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",2012-01-01,Home,74,spotify:track:1EAgPzRbK9YmdOESSMUm6P,210173,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2012-09-25,I Will Wait,72,spotify:track:1fXiYSWmkKJfRKMegCkI11,276720,0.478,0.758,1,-5.4,0.0331,0.00974,0.00717,0.312,0.452,131.109
Caamp,"['indie folk', 'stomp and holler']",2019-07-26,By and By,72,spotify:track:75nZ4W6quZhI55LKiqCXWh,280794,0.584,0.474,9,-7.981,0.0258,0.796,2.69e-06,0.115,0.332,101.457
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2009-01-01,Big Black Car,74,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,217466,0.6,0.186,3,-15.926,0.0317,0.909,0.00102,0.104,0.468,110.044
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2008-02-19,Skinny Love,74,spotify:track:3B3eOgLJSqPEA0RfboIQVM,238520,0.592,0.263,4,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366
Vance Joy,"['folk-pop', 'modern rock']",2018-02-23,Saturday Sun,73,spotify:track:2RiBogNRfulkNf7fVbPOrJ,214720,0.637,0.864,8,-4.381,0.0468,0.484,0,0.222,0.706,99.995
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2018-03-23,Shotgun,80,spotify:track:4ofwffwvvnbSkrMSCKQDaC,201287,0.673,0.735,5,-4.733,0.0457,0.286,0,0.242,0.754,115.744
The Head And The Heart,"['folk-pop', 'seattle indie', 'stomp and holler']",2011-01-11,Rivers and Roads,70,spotify:track:3z7kvwJVRfA4HCOfm9ngog,284000,0.49,0.18,0,-9.764,0.0344,0.7,3.96e-05,0.0762,0.182,136.455
Novo Amor,"['ambient folk', 'indie folk']",2018-10-19,State Lines,76,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,208653,0.509,0.31,9,-10.623,0.0313,0.959,0.229,0.0963,0.151,137.474
Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2009-10-02,The Cave,71,spotify:track:3vUn7FE3ZaQgJmkhIrIirF,217984,0.594,0.51,4,-9.621,0.0383,0.047,7.27e-05,0.0959,0.368,141.979
George Ezra,"['folk-pop', 'neo-singer-songwriter']",2022-06-10,Green Green Grass,83,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,167613,0.685,0.738,8,-4.413,0.0595,0.0695,0,0.128,0.8,112.972
Wild Rivers,['folk-pop'],2016-04-16,Speak Too Soon,72,spotify:track:0AUURXuRvLPKEH6KaJZSXy,173604,0.705,0.442,7,-10.765,0.0727,0.571,0.000116,0.109,0.306,151.75
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",2023-04-28,The Alcott (feat. Taylor Swift),76,spotify:track:6INztpNwOTlfSKTuPo0HOP,267773,0.368,0.463,0,-10.595,0.0302,0.811,0.0017,0.109,0.447,156.008
Angus & Julia Stone,"['australian indie folk', 'indie folk']",2010-03-30,Big Jet Plane,70,spotify:track:3WGsYiBXmaT8XyY4Fmry2v,239146,0.762,0.387,10,-8.643,0.0277,0.239,0.00756,0.13,0.274,109.959
Wild Rivers,['folk-pop'],2020-05-01,Thinking 'Bout Love,72,spotify:track:42UaitnwvuKqNcD5Oa2HlD,199391,0.733,0.324,5,-8.122,0.033,0.479,0,0.067,0.388,141.8
Bon Iver,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2009-01-20,Beach Baby,74,spotify:track:2LXtyj95dK56ENS1QLt4IB,160093,0.669,0.0809,0,-17.282,0.0365,0.983,0.41,0.114,0.0922,114.355
Vance Joy,"['folk-pop', 'modern rock']",2014-09-09,Mess Is Mine,70,spotify:track:29jtZGdgpE2lWm2mkIt6HS,223640,0.595,0.723,7,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2013-07-09,Amsterdam,72,spotify:track:7iQmjnDXYngWGsbjVnDc1U,198640,0.553,0.429,3,-12.51,0.0283,0.921,0.135,0.115,0.532,152.047
Daisy Jones & The Six,['modern folk rock'],2023-03-02,Look At Us Now (Honeycomb),73,spotify:track:7bSlafYF33JHLoB9NtsL9V,332386,0.323,0.761,7,-6.143,0.0479,0.00942,0.000586,0.0827,0.466,141.282
Caamp,"['indie folk', 'stomp and holler']",2016-03-08,All the Debts I Owe,70,spotify:track:6gwMhuVPNWwFTTKHKRtJun,193048,0.463,0.484,0,-11.065,0.0435,0.754,0.00467,0.134,0.474,93.297
John Vincent III,['modern indie folk'],2019-06-17,Next to You,71,spotify:track:3MwHZDGwAR8RjZZBriBqmx,256519,0.443,0.419,7,-7.975,0.0321,0.633,0.00183,0.404,0.0719,132.204
Sheppard,"['australian indie', 'folk-pop']",2015-03-10,Geronimo,68,spotify:track:19cL3SOKpwnwoKkII7U3Wh,218227,0.705,0.78,7,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028
Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",2012-01-01,"Gone, Gone, Gone",76,spotify:track:56sxN1yKg1dgOZXBcAHkJG,209693,0.664,0.642,6,-5.961,0.038,0.129,0,0.114,0.501,118.002
Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",2008-10-13,You Are the Best Thing,70,spotify:track:1jyddn36UN4tVsJGtaJfem,231840,0.578,0.727,10,-4.872,0.0332,0.0304,1.99e-05,0.172,0.885,170.593
Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",2018-10-05,San Luis,72,spotify:track:7gDNQLV9cr8449LFrQbk5J,272346,0.567,0.434,7,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459
Fleet Foxes,"['chamber pop', 'folk', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'singer-songwriter', 'stomp and holler']",2008-06-03,White Winter Hymnal,71,spotify:track:0GegHVxeozw3rdjte45Bfx,147026,0.628,0.5,6,-9.66,0.0268,0.44,0,0.244,0.68,124.932
Shakey Graves,"['austin americana', 'austindie', 'indie folk', 'new americana', 'stomp and holler']",2016-09-02,Tomorrow,70,spotify:track:47KDDZgFiX1w6RFOuLXsSn,240586,0.564,0.354,7,-10.85,0.0334,0.73,3.43e-06,0.208,0.423,98.075
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001-09-04,Chop Suey!,87,spotify:track:2DlHlPMa4M17kufBvI2lEN,210240,0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066
3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2000,Kryptonite,83,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,233933,0.545,0.865,11,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,In the End,88,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,216880,0.556,0.864,3,-5.87,0.0584,0.00958,0,0.209,0.4,105.143
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-03-24,Numb,88,spotify:track:2nLtzopw4rPReszdYBJU6h,185586,0.496,0.863,9,-4.153,0.0381,0.0046,0,0.639,0.243,110.018
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2000-05-16,Change (In the House of Flies),80,spotify:track:51c94ac31swyDQj9B3Lzs3,299533,0.269,0.853,7,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581
Jimmy Eat World,"['alternative metal', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001-07-17,The Middle,84,spotify:track:6GG73Jik4jUlQCkKg9JuGO,165853,0.643,0.849,2,-5.428,0.0526,0.0371,0,0.058,0.903,162.152
Papa Roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2001-04-25,Last Resort,84,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,199906,0.589,0.89,4,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598
Bad Omens,['american metalcore'],2022-02-25,Just Pretend,81,spotify:track:1H4Y9uW4N0LsxJUz0VnaPJ,204676,0.457,0.834,5,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032
Ozzy Osbourne,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",2020-09-18,Crazy Train,80,spotify:track:7ACxUo21jtTHzy7ZEV56vU,293183,0.454,0.913,9,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001-09-04,Toxicity,85,spotify:track:0snQkGI5qnAmohLE7jTsTn,218933,0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68
Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2004,Duality,83,spotify:track:61mWefnWQOLf90gepjOCb3,252613,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,One Step Closer,82,spotify:track:3K4HG9evC7dg3N0R9cYqk4,157333,0.492,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2005-12-06,Coming Undone,79,spotify:track:3o7TMr6RmIusYH7Kkg7ujR,199773,0.687,0.677,2,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052
Finger Eleven,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",2007-01-01,Paralyzer,77,spotify:track:28IEbk5a7twNTbUEvWslUb,208106,0.644,0.939,11,-3.486,0.0456,0.157,0,0.233,0.861,106.031
The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",2008-06-17,"You're Gonna Go Far, Kid",84,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,177826,0.55,0.917,0,-3.159,0.0638,0.00428,0,0.197,0.601,126.115
Evanescence,['alternative metal'],2003-03-04,Bring Me To Life,85,spotify:track:0COqiPhxzoWICwFCS4eZcp,235893,0.331,0.943,4,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2006-06-25,Animal I Have Become,77,spotify:track:56sk7jBpZV0CD31G9hEU3b,231400,0.553,0.853,8,-3.668,0.0339,0.000684,0,0.126,0.506,122.023
Seether,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",2007-01-01,Fake It,77,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,193893,0.611,0.95,8,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078
Avenged Sevenfold,"['alternative metal', 'nu metal']",2013-08-23,Hail to the King,80,spotify:track:5anCkDvJ17aznvK5TED5uo,305906,0.58,0.916,3,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2006-10-25,Cherry Waves,77,spotify:track:70L6nHORQsblY813yNqUR3,317706,0.47,0.859,2,-3.663,0.0537,0.000362,0.00691,0.142,0.17,124.01
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2008,Sextape,78,spotify:track:1EryAkZ0VHstC6haIxVBiE,241533,0.367,0.634,5,-6.475,0.027,0.000824,0.0759,0.116,0.0964,89.981
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2007-05-14,What I've Done,83,spotify:track:18lR4BzEs7e3qzc0KVkTpU,205613,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001-09-04,Aerials,81,spotify:track:4e9eGQYsOiBcftrWXwsVco,235053,0.364,0.922,0,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",2002-07-09,Can't Stop,85,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,269000,0.618,0.938,9,-3.442,0.0456,0.0179,0,0.167,0.875,91.455
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2007-05-14,Bleed It Out,81,spotify:track:0UFDKFqW2oGspYeYqo9wjA,166373,0.529,0.967,1,-3.647,0.0508,0.114,0,0.61,0.596,140.127
Breaking Benjamin,"['alternative metal', 'nu metal', 'post-grunge']",2006-01-01,The Diary of Jane - Single Version,78,spotify:track:0faXHILILebCGnJBPU6KJJ,200546,0.392,0.964,10,-4.441,0.0644,7.13e-05,0.0387,0.106,0.269,167.024
Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2014-10-15,Custer,79,spotify:track:3GiJq4AQK7324mfIQbpiTf,254466,0.407,0.98,7,-1.58,0.107,0.00174,0.000112,0.119,0.537,131.066
Hoobastank,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",2003-12-09,The Reason,84,spotify:track:77loZpT5Y5PRP1S451P9Yz,232800,0.472,0.671,4,-4.649,0.029,0.0129,0,0.159,0.0681,82.952
Drowning Pool,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']",2001-01-01,Bodies,78,spotify:track:7CpbhqKUedOIrcvc94p60Y,201960,0.656,0.932,4,-3.405,0.0708,0.00347,0.00147,0.144,0.544,130.936
Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",2001-09-11,How You Remind Me,82,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,223840,0.446,0.764,10,-5.042,0.033,0.00135,0,0.099,0.543,172.094
Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2000-03-07,Down with the Sickness,79,spotify:track:40rvBMQizxkIqnjPdEWY1v,279213,0.695,0.876,3,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-03-24,Faint,82,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,162600,0.554,0.978,4,-3.554,0.131,0.111,0,0.0731,0.594,135.095
Falling In Reverse,"['pop punk', 'rap metal']",2019-11-20,Popular Monster,79,spotify:track:4GssB27iJeqmfGxS94Tfij,220537,0.461,0.897,3,-3.982,0.092,0.00821,0,0.0965,0.358,165.107
The Red Jumpsuit Apparatus,"['alternative metal', 'neon pop punk', 'pop punk', 'post-grunge', 'screamo']",2006-01-01,Face Down,78,spotify:track:4wzjNqjKAKDU82e8uMhzmr,192000,0.545,0.932,7,-2.189,0.0399,0.000665,0,0.127,0.464,92.956
Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2003-04-19,I Hate Everything About You,77,spotify:track:0M955bMOoilikPXwKLYpoi,231480,0.498,0.83,6,-5.157,0.0421,0.00461,0,0.139,0.453,89.342
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005-11-22,Lonely Day,80,spotify:track:1VNWaY3uNfoeWqb5U8x2QX,167906,0.47,0.796,8,-3.277,0.0336,0.362,1.1e-06,0.133,0.215,113.108
Rise Against,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']",2008-01-01,Savior,79,spotify:track:1vcxF91pWs9uNwDROuiCPB,242280,0.554,0.932,5,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49
Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'modern rock', 'pop punk', 'rock', 'uk metalcore']",2013-04-01,Can You Feel My Heart,81,spotify:track:0WSa1sucoNRcEeULlZVQXj,228146,0.15,0.859,4,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527
Skillet,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",2009-08-21,Monster,81,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,178013,0.64,0.957,8,-2.336,0.0741,0.0431,0,0.0789,0.692,134.992
Falling In Reverse,"['pop punk', 'rap metal']",2023-01-31,Watch The World Burn,80,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,203948,0.395,0.784,10,-5.903,0.132,0.0135,0,0.213,0.353,161.946
Trapt,"['alternative metal', 'nu metal', 'post-grunge']",2002-11-05,Headstrong,74,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,285569,0.492,0.896,4,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981
Kid Rock,['nu metal'],2007-10-09,All Summer Long,77,spotify:track:5rX6C5QVvvZB7XckETNych,297586,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997
Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'modern rock', 'pop punk', 'rock', 'uk metalcore']",2023-05-04,LosT,82,spotify:track:5BgnL6gHauuvxe4Ok6W1aC,205368,0.396,0.939,9,-3.155,0.227,0.000285,0,0.212,0.39,185.081
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2012-11-09,Rosemary,75,spotify:track:4FEr6dIdH6EqLKR0jB560J,413346,0.285,0.613,5,-6.412,0.0421,0.0185,0.1,0.114,0.0772,126.628
Bad Omens,['american metalcore'],2022-02-25,THE DEATH OF PEACE OF MIND,77,spotify:track:6tRneEcItwpSxBtqgem5Dr,241499,0.469,0.713,0,-5.619,0.0461,0.0869,0.000188,0.129,0.267,154.994
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",2009-09-22,Bad Company,72,spotify:track:7uIF6RDrW2PwvvYEMkanr8,262440,0.558,0.886,11,-4.196,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041
Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2004,Before I Forget,79,spotify:track:6wqJeItl3Vc3az4ZicSQAB,278600,0.291,0.974,6,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724
Yellowcard,"['alternative metal', 'bow pop', 'pop punk', 'post-grunge', 'socal pop punk']",2003-01-01,Ocean Avenue,76,spotify:track:23oxJmDc1V9uLUSmN2LIvx,198266,0.486,0.904,6,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005-05-17,B.Y.O.B.,80,spotify:track:0EYOdF5FCkgOJJla8DI2Md,255466,0.538,0.981,1,-2.688,0.14,0.00662,0,0.219,0.711,101.414
Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2006-06-25,Riot,73,spotify:track:1Q2fYlSdwuutWj3QplhY9q,207586,0.185,0.948,8,-3.892,0.147,0.0104,0,0.105,0.316,196.578
Jimmy Eat World,"['alternative metal', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001-07-17,The Middle,84,spotify:track:6GG73Jik4jUlQCkKg9JuGO,165853,0.643,0.849,2,-5.428,0.0526,0.0371,0,0.058,0.903,162.152
The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",2008-06-17,"You're Gonna Go Far, Kid",84,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,177826,0.55,0.917,0,-3.159,0.0638,0.00428,0,0.197,0.601,126.115
Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2013-10-08,Cigarette Daydreams,81,spotify:track:2tznHmp70DxMyr2XhWLOW0,208760,0.636,0.676,2,-3.442,0.0263,0.0807,0,0.0831,0.273,113.98
Surf Curse,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",2021-05-15,Freaks,87,spotify:track:7EkWXAI1wn8Ii883ecd9xr,147062,0.345,0.941,9,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
Pierce The Veil,"['pop punk', 'screamo']",2012-07-17,King For A Day,81,spotify:track:1IT0WQk5J8NsaeII8ktdlZ,236293,0.403,0.965,6,-2.238,0.0964,3.81e-05,0.000276,0.341,0.431,112.363
The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",2003-04-01,Seven Nation Army,87,spotify:track:3dPQuX8Gs42Y7b454ybpMR,232106,0.743,0.446,4,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
Paramore,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2007-06-11,Misery Business,78,spotify:track:6SpLc7EXZIPpy0sVko0aoU,211520,0.517,0.906,1,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2005-05-03,"Sugar, We're Goin Down",81,spotify:track:2TfSHkHiFO4gRztVIkggkE,229093,0.494,0.842,7,-4.784,0.0843,0.00579,0,0.122,0.574,162.011
My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",2006-10-23,Teenagers,83,spotify:track:7j31rVgGX9Q2blT92VBEA0,161920,0.463,0.857,4,-3.063,0.0632,0.0506,0,0.184,0.856,111.647
All Time Low,"['modern rock', 'neon pop punk', 'pop punk']",2007-09-25,"Dear Maria, Count Me In",79,spotify:track:0JJP0IS4w0fJx01EcrfkDe,182826,0.459,0.895,2,-3.126,0.0805,0.00725,0,0.206,0.572,181.04
Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2009-03-24,Ain't No Rest for the Wicked,77,spotify:track:3Pzh926pXggbMe2ZpXyMV7,175493,0.636,0.849,0,-7.075,0.106,0.0438,0,0.372,0.917,156.036
Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2007-01-01,Thnks fr th Mmrs,81,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,203506,0.459,0.891,10,-5.057,0.0623,0.00511,0,0.106,0.588,154.837
The Red Jumpsuit Apparatus,"['alternative metal', 'neon pop punk', 'pop punk', 'post-grunge', 'screamo']",2006-01-01,Face Down,78,spotify:track:4wzjNqjKAKDU82e8uMhzmr,192000,0.545,0.932,7,-2.189,0.0399,0.000665,0,0.127,0.464,92.956
Rise Against,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']",2008-01-01,Savior,79,spotify:track:1vcxF91pWs9uNwDROuiCPB,242280,0.554,0.932,5,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49
blink-182,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2003-01-01,I Miss You,74,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,227240,0.664,0.781,11,-6.547,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0
Paramore,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2013-04-05,Still into You,82,spotify:track:1yjY7rpaAQvKwpdUliHx0d,216013,0.602,0.923,5,-3.763,0.044,0.0098,0,0.0561,0.765,136.01
Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2005-05-03,"Dance, Dance",80,spotify:track:0a7BloCiNzLDD9qSQHh5m7,180266,0.622,0.961,11,-3.198,0.154,0.00523,0,0.0854,0.449,114.452
Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2015-01-20,Centuries,83,spotify:track:04aAxqtGp5pv12UXAg4pkq,228360,0.393,0.858,4,-2.868,0.0729,0.00359,0,0.102,0.56,176.042
Yellowcard,"['alternative metal', 'bow pop', 'pop punk', 'post-grunge', 'socal pop punk']",2003-01-01,Ocean Avenue,76,spotify:track:23oxJmDc1V9uLUSmN2LIvx,198266,0.486,0.904,6,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734
